VISIT_AREA_NM,X_COORD,Y_COORD,ADDR
서귀포 정이가네 중문점,126.4197422,33.25370361,제주특별자치도 서귀포시 천제연로 135
천제연폭포,126.4183754,33.25267658,제주특별자치도 서귀포시 천제연로 132
호텔퍼블리코,126.5071024,33.25296253,제주특별자치도 서귀포시 신서로48번길 20-9
복자씨연탄구이,126.919897,33.46927908,제주특별자치도 서귀포시 성산읍 해맞이해안로 2764
쇠소깍전통나룻배 체험매표소,126.6224291,33.25367631,제주특별자치도 서귀포시 쇠소깍로 110
하버하우스웨스트,126.3368269,33.46593343,제주특별자치도 제주시 애월읍 고내로7길 37-1
교촌치킨 애월해안도로점,126.3373045,33.46651119,제주특별자치도 제주시 애월읍 고내로7길 44
혜원,126.3080518,33.27834858,제주특별자치도 서귀포시 안덕면 화순서서로 397
제주다시,126.2243418,33.38617578,제주특별자치도 제주시 한림읍 금능길 4
한라당몰국수,126.2548706,33.33017724,제주특별자치도 제주시 한경면 중산간서로 3645
싱싱잇,126.2272755,33.38645013,제주특별자치도 제주시 한림읍 한림로 181
베리제주,126.3363097,33.46661767,제주특별자치도 제주시 애월읍 고내로7길 45-14
남제주 비행기 격납고,126.2781833,33.20915125,제주특별자치도 서귀포시 대정읍 상모리 1542
항구식당,126.2510997,33.21915421,제주특별자치도 서귀포시 대정읍 하모항구로 64
도구리알,126.172075,33.27296965,제주특별자치도 서귀포시 대정읍
스타벅스 제주신화월드R점,126.3163884,33.30580903,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
밤의테이블,126.8550662,33.52338859,제주특별자치도 제주시 구좌읍 구좌로 34
사가냥,126.6588411,33.54395388,제주특별자치도 제주시 조천읍 신북로 453
탱자싸롱 게스트하우스,126.8612215,33.52197472,제주특별자치도 제주시 구좌읍 세화11길 12
책방무사,126.8866403,33.4461088,제주특별자치도 서귀포시 성산읍 수시로10번길 3
오늘은녹차한잔,126.7909911,33.3818346,제주특별자치도 서귀포시 표선면 중산간동로 4772
홍익인간,126.8558716,33.52327773,제주특별자치도 제주시 구좌읍 구좌로 42
선셋봉고,126.837723,33.53688746,제주특별자치도 제주시 구좌읍 대수길 28
회춘,126.6625095,33.54308308,제주특별자치도 제주시 조천읍 신북로 489
하양한,126.2391575,33.39386608,제주 제주시 조천읍 신북로 494-2 하양한
소심한책방,126.9024412,33.49049761,제주특별자치도 제주시 구좌읍 종달동길 36-10
서문식당,126.7990095,33.38604037,제주특별자치도 서귀포시 표선면 성읍민속로 101
일본라멘집 유라유라,126.5633304,33.25055524,제주특별자치도 서귀포시 중정로91번길 35
스타벅스 서귀포올레점,126.5637174,33.24827277,제주특별자치도 서귀포시 중정로 69
하르비카페,126.5667037,33.24240458,제주특별자치도 서귀포시 칠십리로 115
맥키쉬,126.5656189,33.52357724,제주특별자치도 제주시 진남로 51-1
스타벅스 제주시청점,126.5295702,33.5004487,제주특별자치도 제주시 중앙로 215
삼양해수욕장,126.5855373,33.52586702,제주특별자치도 제주시 관덕로14길 20
라바르,126.561783,33.24584058,제주특별자치도 서귀포시 중앙로 13
잇뽕사계,126.3048339,33.24242842,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12
형제해안도로,126.2933526,33.21675421,제주특별자치도 서귀포시 안덕면 사계리
구럼비나무,126.5135457,33.23662154,제주특별자치도 서귀포시 법환로 15
다이나믹메이즈 제주도성읍점,126.785287,33.39915757,제주특별자치도 서귀포시 표선면 번영로 2644
함덕농협 하나로마트,126.6739304,33.53667991,제주특별자치도 제주시 조천읍 함와로 40
창경빌리지,126.6674343,33.53915644,제주특별자치도 제주시 조천읍 함덕서4길 60-9
목장카페 밭디,126.7722168,33.40789977,제주특별자치도 서귀포시 표선면 번영로 2486
제주산방산황토펜션,126.2981359,33.23671784,제주특별자치도 서귀포시 안덕면 사계로 62-1
선흘방주할머니식당,126.7001803,33.48457618,제주특별자치도 제주시 조천읍 선교로 212
국수대표,126.479309,33.48453024,제주특별자치도 제주시 노형14길 12
보리타작,126.3049501,33.24251562,제주특별자치도 서귀포시 안덕면 사계로114번길 54-12
제주광해 애월본점,126.3904213,33.48774929,제주특별자치도 제주시 애월읍 애월해안로 867
SK렌터카 제주지점,126.5021733,33.50404178,제주특별자치도 제주시 용문로 62
스테이 서하온,126.1974067,33.36329533,제주특별자치도 제주시 한경면 판포2길 6-16
아녹,126.2242681,33.323273,제주특별자치도 제주시 한경면 낙조길 22
그랜드조선 제주,126.4080049,33.25236438,제주특별자치도 서귀포시 중문관광로72번길 60
일월선셋비치,126.3092436,33.46292658,제주특별자치도 제주시 애월읍 애월북서길 56-1
칠돈가 중문점,126.4144416,33.25747639,제주특별자치도 서귀포시 중문관광로 8
회가서쪽에서뜨겠네,126.3115731,33.45999676,제주특별자치도 제주시 애월읍 애월로 12
바다위에코끼리,126.2429365,33.39784536,제주특별자치도 제주시 한림읍 협재1길 27-6
산도롱맨도롱 제주공항점,126.5043929,33.51320632,제주특별자치도 제주시 용담로 16
카페블루하우스 올레시장점,126.5610106,33.25116379,제주특별자치도 서귀포시 중앙로 73
바이올레,126.5639944,33.24780489,제주특별자치도 서귀포시 이중섭로 2
나라국밥,126.4511357,33.49518267,제주특별자치도 제주시 일주서로 7531
신신호텔 천지연,126.5575262,33.24948072,제주특별자치도 서귀포시 서문로 42-1
용연구름다리,126.5143922,33.51488321,제주특별자치도 제주시 용담2동
그랜드조선제주 아리아,126.4080876,33.25220248,제주특별자치도 서귀포시 중문관광로72번길 60
무민랜드제주,126.3817793,33.3066159,제주특별자치도 서귀포시 안덕면 병악로 420
고돌집우럭,126.416825,33.25794,제주 서귀포시 일주서로 879
제주김만복 성산점,126.9292636,33.46041294,제주특별자치도 서귀포시 성산읍 성산등용로17번길 55
돈빠,126.671706,33.53953659,제주특별자치도 제주시 조천읍 신북로 584-6
피즈,126.3118232,33.46155248,제주특별자치도 제주시 애월읍 애월로 29
카페록록,126.8789386,33.52884907,제주특별자치도 제주시 구좌읍 하도서문길 41
헤이피피,126.1998178,33.36493014,제주특별자치도 제주시 한경면 일주서로 4533-3
라마다제주시티호텔,126.5342941,33.49350354,제주특별자치도 제주시 중앙로 304
모알보알 제주,126.7279531,33.55956659,제주특별자치도 제주시 구좌읍 구좌해안로 141
로긴리조트,126.4886599,33.51696151,제주특별자치도 제주시 서해안로 442-11
큰노꼬메오름,126.4114582,33.38912818,제주특별자치도 제주시 애월읍 유수암리 산 138
어영공원,126.4864405,33.51731296,제주특별자치도 제주시 용담삼동
폴바셋 제주용담DT점,126.4872783,33.51742913,제주특별자치도 제주시 서해안로 442-1
달그락식탁,126.6535037,33.54371456,제주특별자치도 제주시 조천읍 신흥리 227-7
한라하이킹,126.514022,33.51313808,제주특별자치도 제주시 용두암길 50-1
고기장,126.4874511,33.5175173,제주특별자치도 제주시 서해안로 446-1
수애기베이커리,126.2441952,33.22224286,제주특별자치도 서귀포시 대정읍 동일하모로98번길 48-59
러디스,126.5056311,33.23180809,제주특별자치도 서귀포시 월드컵로 202
스타벅스 성산일출봉점,126.9354899,33.46286872,제주특별자치도 서귀포시 성산읍 일출로 284-5
해월정,126.9096317,33.49226299,제주특별자치도 제주시 구좌읍 해맞이해안로 2340
점보네게스트하우스,126.5059032,33.51620563,제주특별자치도 제주시 용마서1길 36
어쩌다어른게스트하우스,126.8330865,33.32710124,제주특별자치도 서귀포시 표선면 표선중앙로 73-9
흑사돈 표선점,126.8340694,33.32757501,제주특별자치도 서귀포시 표선면 표선동서로 269
징기스 신제주점,126.4849829,33.48282289,제주특별자치도 제주시 원노형로 65
제주엔찜함덕,126.669535,33.54249976,제주특별자치도 제주시 조천읍 조함해안로 530
하멜상선전시관,126.3137024,33.23331003,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-30
굿다이버,126.5060565,33.26108383,제주특별자치도 서귀포시 중산간서로 41
카페용빵,126.3124742,33.23561139,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73
문치비,126.5060385,33.25285372,제주특별자치도 서귀포시 신서로32번길 14
천지연호텔,126.5624316,33.24186307,제주특별자치도 서귀포시 솔동산로 40
바지선선상낚시,126.5625845,33.23981961,제주특별자치도 서귀포시 서귀동 673-5
호텔에어시티제주,126.4924944,33.48958247,제주특별자치도 제주시 삼무로 56
한옥집,126.5533436,33.25153591,제주특별자치도 서귀포시 서홍로 41
소낭집,126.5164427,33.23815839,제주특별자치도 서귀포시 막숙포로37번길 12
노라바,126.3763054,33.48279245,제주특별자치도 제주시 애월읍 구엄길 100
삼성혈,126.5287631,33.50442796,제주특별자치도 제주시 삼성로 22
무인제주,126.3014517,33.44853871,제주특별자치도 제주시 애월읍 금성5길 44-9
숙성도 애월점,126.3095745,33.46353068,제주특별자치도 제주시 애월읍 애월로1길 24-16
호텔난타,126.5479108,33.44582699,제주특별자치도 제주시 선돌목동길 56-26
건강과성박물관,126.346663,33.25489914,제주특별자치도 서귀포시 안덕면 일주서로 1611
하영올레국수,126.4878686,33.48684694,제주특별자치도 제주시 연동3길 34
솔트,126.3363024,33.4670017,제주특별자치도 제주시 애월읍 애월해안로 226
다운타우너 제주애월,126.3097228,33.46327185,제주특별자치도 제주시 애월읍 애월로1길 24-9
잔디공장,126.8732899,33.37743058,제주특별자치도 서귀포시 성산읍 일주동로5154번길 5
쉬어갓,126.8822494,33.38608414,제주특별자치도 서귀포시 성산읍 일주동로 5023
괸당집 성산점,126.9146609,33.45087553,제주특별자치도 서귀포시 성산읍 고성오조로 80
모구리오름,126.8286449,33.40901928,제주특별자치도 서귀포시 성산읍 난산리 2960-1
스타벅스 제주삼화DT점,126.5804169,33.51174166,제주특별자치도 제주시 연삼로 884
큰사슴이오름,126.729544,33.39914417,제주특별자치도 서귀포시 표선면 가시리 산 68-9
중문보말칼국수,126.4248641,33.25158514,제주특별자치도 서귀포시 천제연로 190
일루아,126.4097362,33.42826562,제주특별자치도 제주시 애월읍 유수암평화길 180
돈사돈 중문점,126.4330493,33.25097717,제주특별자치도 서귀포시 천제연로 264-1
서귀포제트보트,126.5586161,33.23929977,제주특별자치도 서귀포시 남성중로 40
우지커피 서귀포점,126.5623067,33.25313662,제주특별자치도 서귀포시 일주동로 8667
나지금제주,126.471441,33.48179216,제주특별자치도 제주시 수덕5길 85-5
제주공항게스트하우스 웨이브사운드,126.522985,33.51107943,제주특별자치도 제주시 관덕로8길 24
스테이솔티,126.7983809,33.55463076,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1
우드스탁,126.5643908,33.24749973,제주특별자치도 서귀포시 이중섭로 5
월정리유메이우동,126.7947094,33.55530994,제주특별자치도 제주시 구좌읍 월정3길 52
담백,126.8013186,33.55647656,제주특별자치도 제주시 구좌읍 해맞이해안로 518
도톰,126.6760631,33.54013771,제주특별자치도 제주시 조천읍 신북로 624
원조미풍해장국 본점,126.5228807,33.51126656,제주특별자치도 제주시 중앙로14길 13
모퉁이옷장,126.5204183,33.51201078,제주특별자치도 제주시 중앙로12길 40
제주도게스트하우스파티 함비자,126.6528427,33.54961633,제주특별자치도 제주시 조천읍 조함해안로 330-1
티라호텔,126.9184417,33.44268423,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41
미엘드세화,126.8618418,33.52452153,제주특별자치도 제주시 구좌읍 해맞이해안로 1464
한라전복,126.2451971,33.23048247,제주특별자치도 서귀포시 대정읍 대한로 33
마루해물라면,126.4911238,33.51896597,제주특별자치도 제주시 서해안로 486-1
일돈,126.9150444,33.43264158,제주특별자치도 서귀포시 성산읍 환해장성로 913
떡하니문어떡볶이,126.8078288,33.55376222,제주특별자치도 제주시 구좌읍 행원로9길 9-5
속솜,126.879839,33.52857225,제주특별자치도 제주시 구좌읍 해맞이해안로 1655
흑돼지구이집하영,126.416522,33.25512031,제주특별자치도 서귀포시 천제연로 101
제주엘루이호텔,126.5218405,33.50019281,제주특별자치도 제주시 서광로21길 1
홉히워크룸,126.5087589,33.23653691,제주특별자치도 서귀포시 이어도로 882
옐로우돕,126.54029,33.50530074,제주특별자치도 제주시 고마로16길 9
드림회센터,126.5629098,33.24903362,제주특별자치도 서귀포시 중정로61번길 14
왓츠유어플레이버,126.5289265,33.49909657,제주특별자치도 제주시 광양10길 12
마레보리조트,126.3544509,33.4706534,제주특별자치도 제주시 애월읍 신엄안3길 135
플레이커피랩,126.5588212,33.2505817,제주특별자치도 서귀포시 서문로28번길 2
제주약수터 올레시장점,126.5627608,33.24901957,제주특별자치도 서귀포시 중앙로48번길 10
에이바우트커피 올레시장점,126.5628149,33.24742207,제주특별자치도 서귀포시 중정로62번길 4
와룽발리,126.5142995,33.23534778,제주특별자치도 서귀포시 막숙포로 70
태웃개,126.6911068,33.27038487,제주특별자치도 서귀포시 남원읍 위미리 69
오프너마켓,126.5110617,33.25342356,제주특별자치도 서귀포시 신서귀로 49
속골,126.5263479,33.24056959,제주특별자치도 서귀포시 서홍동
지미스,126.9677762,33.4976545,제주특별자치도 제주시 우도면 우도해안길 1132
연돈볼카츠 제주성산일출봉점,126.9347311,33.46207851,제주특별자치도 서귀포시 성산읍 일출로 274-1
윌라라,126.932919,33.46285473,제주특별자치도 서귀포시 성산읍 성산중앙로 33
백패커스홈,126.5589924,33.24726071,제주특별자치도 서귀포시 중정로 24
제주스테이호텔,126.5205641,33.51445105,제주특별자치도 제주시 무근성7길 22
성산스테이션,126.93351,33.46371519,제주특별자치도 서귀포시 성산읍 성산중앙로 43
성산포항,126.9332938,33.47345966,제주특별자치도 서귀포시 성산읍 성산리
제주올레여행자센터,126.558657,33.24738935,제주특별자치도 서귀포시 중정로 22
천진항,126.9501866,33.49228954,제주특별자치도 제주시 우도면 연평리
성산포자연산회센타,126.9320367,33.4631626,제주특별자치도 서귀포시 성산읍 성산중앙로25번길 12
독고집 성산본점,126.9158085,33.44869532,제주특별자치도 서귀포시 성산읍 동류암로 43-1
해저3만리,126.5597715,33.24768182,제주특별자치도 서귀포시 중정로 31
떡갈비먹젠,126.5250649,33.51256603,제주특별자치도 제주시 중앙로11길 1
부전식당,126.9332589,33.46289639,제주특별자치도 서귀포시 성산읍 성산중앙로 36
성산일출봉손칼국수,126.9342286,33.46217111,제주특별자치도 서귀포시 성산읍 일출로 273
올레길 7-1코스(월드컵경기장-서귀포 올레),126.5232267,33.26209937,제주특별자치도 서귀포시 서호동
투썸플레이스 제주용두암점,126.5039204,33.51661604,제주특별자치도 제주시 서해안로 626
제주사교장,126.521454,33.5111736,제주특별자치도 제주시 중앙로14길 28
올레길 7코스(서귀포-월평 올레),126.5153097,33.23738579,제주특별자치도 서귀포시 중정로 22
도토리키친 본점,126.5186043,33.51538651,제주특별자치도 제주시 북성로 59
커피냅로스터스 제주,126.4137068,33.48919599,제주특별자치도 제주시 애월읍 하귀2길 45
제주여관 선인장,127.7353884,34.7398446,제주특별자치도 서귀포시 서호로 60-1
카페루시아 본점,126.3630723,33.23520815,제주특별자치도 서귀포시 안덕면 난드르로 49-17
녹고뫼휴양펜션 &제주캠핑장,126.4185466,33.41313875,제주특별자치도 제주시 애월읍 유수암평화10길 175-78
방사탑,126.484831,33.51484134,제주특별자치도 제주시 용담삼동 2580-55
수리코,126.2258151,33.34215486,제주특별자치도 제주시 한경면 조수설목1길 8
외도주유소,126.4246487,33.49261561,제주특별자치도 제주시 일주서로 7277
알뜨르비행장,126.2715273,33.20471618,제주특별자치도 서귀포시 대정읍 상모리 1670
서귀피안,126.5289612,33.24784395,제주특별자치도 서귀포시 서호호근로46번길 68
GS25 이호해수욕장점 건너,126.456801,33.500078,제주특별자치도 제주시 서해안로 24
삼다수숲길,126.6665392,33.42158523,제주특별자치도 제주시 조천읍 교래리 산 70-1
카페 사분의이,126.18457,33.35101138,제주특별자치도 제주시 한경면 두신로 92-7
빌리카,126.4497655,33.4940496,제주특별자치도 제주시 덕지2길 6
칠돈가 본점,126.5107108,33.50232039,제주특별자치도 제주시 서천길 1
아서원,126.6171722,33.25433105,제주특별자치도 서귀포시 칠십리로 699
중문해녀의집,126.4191388,33.24239084,제주특별자치도 서귀포시 중문관광로 192
라마다프라자 제주호텔,126.5178794,33.51878088,제주특별자치도 제주시 탑동로 66
태광식당,126.5187897,33.51262115,제주특별자치도 제주시 용담일동 118
곱뜨락아띠,126.2996619,33.23021497,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22
알동네집 화순점,126.3407591,33.25355522,제주특별자치도 서귀포시 안덕면 화순로 6
화순금모래해수욕장,126.3335893,33.24003243,제주특별자치도 서귀포시 안덕면 화순해안로 69
삼바리회센타,126.5272283,33.49711381,제주특별자치도 제주시 도남로7길 35
대춘해장국 노형점,126.484395,33.48761692,제주특별자치도 제주시 원노형로 11
삼양해수사우나,126.5863103,33.52449557,제주특별자치도 제주시 선사로 34
털보식당,126.6688122,33.54090742,제주특별자치도 제주시 조천읍 신북로 554
세모,126.8081749,33.55311,제주특별자치도 제주시 구좌읍 행원로 121
바바호미,126.6680063,33.53879554,제주특별자치도 제주시 조천읍 함덕서4길 60-21
위미항,126.6614454,33.26992066,제주특별자치도 서귀포시 남원읍
아침의새소리,126.7223532,33.31105972,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1
마켓제주,126.3735155,33.48056048,제주특별자치도 제주시 애월읍 애월해안로 664
베케,126.6049215,33.26191692,제주특별자치도 서귀포시 효돈로 54
카페클로젯,126.8065353,33.55629188,제주특별자치도 제주시 구좌읍 행원로7길 23-12
레이지펌프,126.3095398,33.4662713,제주특별자치도 제주시 애월읍 애월북서길 32
별방진,126.8828987,33.52677198,제주특별자치도 제주시 구좌읍 하도리 3354
포센트애월,126.3781442,33.48385114,제주특별자치도 제주시 애월읍 애월해안로 724
월령작야달의객잔,126.216387,33.37942881,제주특별자치도 제주시 한림읍 월령3길 39-5
타코밤,126.9576601,33.51626055,제주특별자치도 제주시 우도면 우도해안길 780-2
아이스크림연구소카페,126.959664,33.49356245,제주특별자치도 제주시 우도면 우도봉길 47
우도올레보트,126.9446065,33.49676093,제주특별자치도 제주시 우도면 우도해안길 181
우도산호해변,126.9430478,33.50240607,제주특별자치도 제주시 우도면 연평리
쇠머리오름,126.9635913,33.49209675,제주특별자치도 제주시 우도면 연평리 산 23
오크라,126.2960928,33.43879111,제주특별자치도 제주시 한림읍 귀덕14길 57-2
서문공설시장,126.5179076,33.51136992,제주특별자치도 제주시 서문로4길 13-2
목장카페드르쿰다,126.7703379,33.40945971,제주특별자치도 서귀포시 표선면 번영로 2454
그리스신화박물관,126.3571353,33.34861302,제주특별자치도 제주시 한림읍 광산로 942
애월농협하나로마트,126.3223364,33.46049333,제주특별자치도 제주시 애월읍 애원로 41
동문공설시장,126.5282147,33.51206235,제주특별자치도 제주시 동문로4길 9
당케올레국수,126.843336,33.3252933,제주특별자치도 서귀포시 표선면 민속해안로 584
메이즈랜드,126.8008719,33.48825545,제주특별자치도 제주시 구좌읍 비자림로 2134-47
순수한둠비,126.5143951,33.51109294,제주특별자치도 제주시 서문로 37-11
하우투플레이,126.3913214,33.47905791,제주특별자치도 제주시 애월읍 일주서로 6935
타코마씸,126.7972082,33.55507964,제주특별자치도 제주시 구좌읍 해맞이해안로 474
돌집식당,126.8007432,33.39400085,제주특별자치도 서귀포시 표선면 서성일로 23
도렐 제주본점,126.9185488,33.44997473,제주특별자치도 서귀포시 성산읍 동류암로 20
제주해양동물박물관,126.8551365,33.42945929,제주특별자치도 서귀포시 성산읍 서성일로 689-21
온오프,126.961347,33.5129078,제주특별자치도 제주시 우도면 우도해안길 876
모들카페앤펍,126.9293504,33.430273,제주특별자치도 서귀포시 성산읍 섭지코지로 107
오월공방카페,126.9064891,33.40654267,제주특별자치도 서귀포시 성산읍 환해장성로 581
똣똣,126.9049145,33.40523954,제주특별자치도 서귀포시 성산읍 환해장성로 559
오션스퀘어,126.9089783,33.41321288,제주특별자치도 서귀포시 성산읍 환해장성로 667
바이브230,126.9334728,33.4644653,제주특별자치도 서귀포시 성산읍 성산등용로 5
꼬스뗀뇨,126.9052437,33.50986804,제주특별자치도 제주시 구좌읍 해맞이해안로 2080
오란이네 해산물,126.9105359,33.4181523,제주특별자치도 서귀포시 성산읍 온평리
돌담쉼팡,126.9153483,33.46076487,제주특별자치도 서귀포시 성산읍 오조로 75
하도어촌체험마을,126.9040529,33.52003178,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27
까사디노아,126.3631199,33.23736687,제주특별자치도 서귀포시 안덕면 대평로 42
노랑꼬리,126.2507712,33.22044695,제주특별자치도 서귀포시 대정읍 신영로72번길 3
유동커피,126.5638003,33.24452588,제주특별자치도 서귀포시 태평로 406-1
고씨네천지국수,126.5607512,33.25174533,제주특별자치도 서귀포시 중앙로79번길 4
카페봄봄 제주서귀남원점,126.7180787,33.27953543,제주특별자치도 서귀포시 남원읍 남한로 8
오하효,126.6177684,33.25911694,제주특별자치도 서귀포시 칠십리로 752
벌센트,126.6140228,33.26377672,제주특별자치도 서귀포시 효돈로 142
제주호랭이 사계점,126.297676,33.23170947,제주특별자치도 서귀포시 안덕면 사계로 3
바다를본돼지 제주서귀포점,126.5675632,33.2430315,제주특별자치도 서귀포시 칠십리로 123
호도제과,126.3323016,33.24655143,제주특별자치도 서귀포시 안덕면 화순로 132
제주토끼,126.4588344,33.25915256,제주특별자치도 서귀포시 법화로 70-2
헤이서귀포,126.560088,33.24619345,제주특별자치도 서귀포시 태평로 363
코우,126.5062819,33.25612218,제주특별자치도 서귀포시 신중로13번길 3-5
착한갈치,126.6060936,33.23987574,제주특별자치도 서귀포시 보목포로 35
남원농협하나로마트,126.7214459,33.28432257,제주특별자치도 서귀포시 남원읍 남조로 52
산지물 본점,126.5275039,33.51630433,제주특별자치도 제주시 임항로 26
물고기자리,126.933286,33.46118425,제주특별자치도 서귀포시 성산읍 일출로 257
육성가,126.920236,33.46918373,제주특별자치도 서귀포시 성산읍 해맞이해안로 2768
성미가든,126.6768362,33.4375908,제주특별자치도 제주시 조천읍 교래1길 2
한라산렌트카,126.4708651,33.49582387,제주특별자치도 제주시 오일장중길 27
제주 세계자연유산센터,126.7147213,33.45688437,제주특별자치도 제주시 조천읍 선교로 569-36
몽그레 제주공항점,126.460758,33.50004842,제주특별자치도 제주시 도리로 84
용꽈배기,126.5268668,33.4998677,제주특별자치도 제주시 서광로30길 3
한라산둘레길 천아숲길,126.4425758,33.36678311,제주특별자치도 제주시 애월읍 봉성리 산 1
블루렌트카,126.4910765,33.49965464,제주특별자치도 제주시 다호길 69
모이소,126.4885256,33.48709669,제주특별자치도 제주시 신광로8길 14
제주바솔트,126.5392353,33.50407967,제주특별자치도 제주시 가령골3길 6
스타즈호텔 제주로베로,126.5219463,33.51285697,제주특별자치도 제주시 관덕로 26
제주팔레스호텔,126.5236809,33.5168631,제주특별자치도 제주시 탑동로 9
제주흑돼지마씸,126.5230171,33.51739249,제주특별자치도 제주시 탑동로 18
에오마르,126.586567,33.52573702,제주특별자치도 제주시 선사로8길 13-6
장모식탁,126.5468176,33.49697783,제주특별자치도 제주시 연신로 51
구제주포차,126.5252997,33.51687473,제주특별자치도 제주시 중앙로 13
삼달리참꽃네,126.8621977,33.37101184,제주특별자치도 서귀포시 성산읍 삼달로 66
귤꽃다락,126.5225393,33.24640841,제주특별자치도 서귀포시 이어도로1027번길 34
황우지해안,126.5505278,33.24146718,제주특별자치도 서귀포시 천지동 765-7
바당길 서귀포점,126.6408903,33.26332436,제주특별자치도 서귀포시 남원읍 공천포로 47-4
미영이네식당,126.249829,33.21773282,제주특별자치도 서귀포시 대정읍 하모항구로 42
호텔브릿지 서귀포,126.5666241,33.24548788,제주특별자치도 서귀포시 태평로 436
우도면파전리,126.9446427,33.51250115,제주특별자치도 제주시 우도면 우도해안길 388
삼무뚝배기갈치,126.5672387,33.24269496,제주특별자치도 서귀포시 칠십리로 119
아이진호텔,126.4947978,33.48241971,제주특별자치도 제주시 신대로22길 4
파도소리해녀촌,126.9488705,33.51976627,제주특별자치도 제주시 우도면 우도해안길 510
코업시티호텔 성산,126.9318882,33.46599357,제주특별자치도 서귀포시 성산읍 성산등용로 28
맥도날드 제주노형DT점,126.4807314,33.48633939,제주특별자치도 제주시 노연로 7
GS25 송당사거리점,126.776218,33.47036792,제주특별자치도 제주시 구좌읍 비자림로 1814
빠빠라기 신제주점,126.4902074,33.48801964,제주특별자치도 제주시 신광로 45
서부회센타,126.4409717,33.48937608,제주특별자치도 제주시 논세길 46
한라진칼국수,126.4382235,33.49538085,제주특별자치도 제주시 테우해안로 32
에이원호텔,126.4947594,33.48532268,제주특별자치도 제주시 사장1길 10
크라운마트,126.4311288,33.48437255,제주특별자치도 제주시 우정로 93
위니아에이드 애플공인서비스 신제주센터,126.4810702,33.48654277,제주특별자치도 제주시 도령로 16
오키나와,126.4793527,33.47866106,제주특별자치도 제주시 진군중길 2
제주4.3평화공원 제주4.3평화기념관,126.6206776,33.45086927,제주특별자치도 제주시 명림로 430
스크루지 펍,126.490845,33.478792,제주특별자치도 제주시 국기로3길 3
시트러스,126.2304428,33.38802054,제주특별자치도 제주시 한림읍 금능4길 20
오름나그네,126.7119625,33.45910045,제주특별자치도 제주시 조천읍 선교로 525
제주설심당 본점,126.492895,33.51943484,제주특별자치도 제주시 서해안로 504
색달식당 중문갈치조림구이 본점,126.3862444,33.24181181,제주특별자치도 서귀포시 예래로 255-18
치꼬,126.2966467,33.35872205,제주특별자치도 제주시 한림읍 금악로 18
제주진미마돈가,126.3664923,33.23614707,제주특별자치도 서귀포시 안덕면 대평감산로 17
호텔스카브로,126.3699316,33.23410163,제주특별자치도 서귀포시 예래해안로 15
제주신화월드 더 코브,126.3176206,33.30752886,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38
제주한라국수,126.4244177,33.25027573,제주특별자치도 서귀포시 천제연로188번길 17
라라카페 더블루,126.4846916,33.48550843,제주특별자치도 제주시 원노형로 36
제주이렌터카,126.4648592,33.49393178,제주특별자치도 제주시 일주서로 7662
R고기인제주,126.4654641,33.50353091,제주특별자치도 제주시 서해안로 153
윤재커피,126.5240185,33.51182631,제주특별자치도 제주시 중앙로12길 1
갈치왕 중문점,126.3907608,33.26465491,제주특별자치도 서귀포시 일주서로 1146
제주곶자왈도립공원,126.2736585,33.28318696,제주특별자치도 서귀포시 대정읍 에듀시티로 178
미드나잇제주,126.3161071,33.30471654,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98
제주시민속오일시장,126.4754837,33.49724097,제주특별자치도 제주시 오일장서길 26
더마파크 더마카트,126.2432576,33.35432841,제주특별자치도 제주시 한림읍 월림7길 155
이운소나이국수 노형점,126.4773494,33.48906241,제주특별자치도 제주시 다랑곶2길 27
제주로렌터카,126.480012,33.49976107,제주특별자치도 제주시 오일장중길 128
낮갈치밤돼지,126.3653913,33.47171246,제주특별자치도 제주시 애월읍 신엄7길 9
술술바,126.3045383,33.4490916,제주특별자치도 제주시 애월읍 곽지1길 26-9
물뜰에쉼팡리조트,126.2978059,33.43797858,제주특별자치도 제주시 한림읍 귀덕로 73
제주거울미로 이상한나라의 앨리스,126.3216275,33.2889975,제주특별자치도 서귀포시 안덕면 중산간서로 1881
넥슨컴퓨터박물관,126.4849881,33.47176037,제주특별자치도 제주시 노형동 86
애월삼육공,126.3716394,33.47798417,제주특별자치도 제주시 애월읍 중엄3길 50
제주1번가더테라스오피스텔,126.4894516,33.48569673,제주특별자치도 제주시 연동6길 5
팀버하우스,126.3078752,33.45090082,제주특별자치도 제주시 애월읍 곽지7길 11
키친요디,126.5777051,33.51785606,제주특별자치도 제주시 동화로1길 53-13
아티스트,126.4273271,33.26618114,제주특별자치도 서귀포시 중문상로 207-23
화조원,126.3719794,33.41112841,제주특별자치도 제주시 애월읍 애원로 804
백번가든,126.3199761,33.46438157,제주특별자치도 제주시 애월읍 애월로 120
